Grad,Deo_Grada,Ulica,Cena_EUR,Kvadratura_m2,Cena_po_m2,Naslov,Link,Lokacija_Osnovna
Beograd,Beograd na vodi,Hercegovacka,950000,194.0,4896.91,Vrhunski Penthouse - 5.0 - 2 garazna - Magnolija,https://www.nekretnine.rs/stambeni-objekti/stanovi/vrhunski-penthouse-50-2-garazna-magnolija/NkZlqIgKv3m/,"Beograd na vodi, Beograd, Srbija"
Beograd,Vračar (Centar),N/A,310000,73.0,4246.58,"Vračar, Kalenić pijaca, , 2.5, 73m2, 310000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-kalenic-pijaca-25-73m2-310000eur/NkWzYYEjllt/,"Vračar (Centar), Beograd, Srbija"
Beograd,Voždovac,Danijelova,250000,75.0,3333.33,"Voždovac, Dušanovac, Danijelova, 3.0, 75m2, 250000EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-dusanovac-danijelova-30-75m2-250000eur/NkTEjd5adgw/,"Voždovac, Beograd, Srbija"
Beograd,Vračar (Hram),N/A,229000,59.0,3881.36,Dvosoban stan sa panoramskim pogledom,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-sa-panoramskim-pogledom/NkiWCdZ_r1e/,"Vračar (Hram), Beograd, Srbija"
Beograd,Dedinje (Beli dvor),N/A,770000,169.0,4556.21,Luksuzan stan u mirnom delu Dedinja,https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzan-stan-u-mirnom-delu-dedinja/NkLp6Rlrd8U/,"Dedinje (Beli dvor), Beograd, Srbija"
Beograd,Senjak,N/A,637500,150.0,4250.0,Luksuzan stan sa dva parking mesta-Senjak,https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzan-stan-sa-dva-parking-mesta-senjak/Nk0gAq4lrSA/,"Senjak, Beograd, Srbija"
Beograd,Zvezdara,Bulevar kralja Aleksandra,193800,54.0,3588.89,"Zvezdara, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra, 3.0, 54m2, 193800EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-bulevar-kralja-aleksandra-bulevar-kralja-aleksandra-30-54m2-193800eur/Nk8h99S-Oy5/,"Zvezdara, Beograd, Srbija"
Beograd,Karaburma,N/A,142000,74.0,1918.92,Odlican trosoban stan na Karaburmi-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-trosoban-stan-na-karaburmi-bez-provizije/Nkj8TWFvLG4/,"Karaburma, Beograd, Srbija"
Beograd,Voždovac,N/A,483200,121.0,3993.39,Extra extra lux stan na Vozdovcu-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-extra-lux-stan-na-vozdovcu-bez-provizije/NkQcFaYS-zB/,"Voždovac, Beograd, Srbija"
Beograd,Voždovac,N/A,539000,132.0,4083.33,Extra extra lux stan na Vozdovcu-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-extra-lux-stan-na-vozdovcu-bez-provizije/Nkttb2oVOvp/,"Voždovac, Beograd, Srbija"
Beograd,Terazije ( centar ),N/A,260000,49.0,5306.12,Bez provizije-Lux salonac na Terazijama-Nusiceva,https://www.nekretnine.rs/stambeni-objekti/stanovi/bez-provizije-lux-salonac-na-terazijama-nusiceva/NkyFvfaZLIt/,"Terazije ( centar ), Beograd, Srbija"
Beograd,Leštane,N/A,179900,144.0,1249.31,Extra Lux opremljen stan sa garazom i dvoristem,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-opremljen-stan-sa-garazom-i-dvoristem/NkC8na50w3B/,"Leštane, Beograd, Srbija"
Beograd,Voždovac,N/A,265000,107.0,2476.64,Odlican stan sa 2 parkinga+dvoriste-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-sa-2-parkingadvoriste-bez-provizije/NkYIavg-OB4/,"Voždovac, Beograd, Srbija"
Beograd,Šumice,N/A,255927,92.0,2781.82,Stan u Sumicama sa dvoristem (130m2)-Bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-u-sumicama-sa-dvoristem-130m2-bez-provizije/NkjdMDl8O0A/,"Šumice, Beograd, Srbija"
Beograd,Čubura,N/A,180000,40.0,4500.0,Extra lux stanovi kod Cuburskog parka-bez provizij,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-kod-cuburskog-parka-bez-provizij/NkziPSrsrVD/,"Čubura, Beograd, Srbija"
Beograd,Cvetkova pijaca,N/A,260000,75.0,3466.67,Lux stan sa dvoristem 80m2 i parking-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-stan-sa-dvoristem-80m2-i-parking-bez-provizije/NkvGuYZ0s7x/,"Cvetkova pijaca, Beograd, Srbija"
Beograd,Lekino brdo,N/A,306783,84.0,3652.18,Extra lux stanovi u izgradnji-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-izgradnji-bez-provizije/NkLQ9Kem59D/,"Lekino brdo, Beograd, Srbija"
Beograd,Braće Jerković,N/A,86880,29.0,2995.86,Extra lux stanovi u Brace Jerkovic-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-brace-jerkovic-bez-provizije/NkuepcbO9eb/,"Braće Jerković, Beograd, Srbija"
Beograd,Šumice,N/A,205853,74.0,2781.8,Extra lux stanovi u Sumicama-Bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-sumicama-bez-provizije/Nks8OUpxs6-/,"Šumice, Beograd, Srbija"
Beograd,Čubura,N/A,211500,47.0,4500.0,Extra lux stanovi kod Cuburskog parka-bez provizij,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-kod-cuburskog-parka-bez-provizij/NkpVbg8YKgv/,"Čubura, Beograd, Srbija"
Beograd,Kluz,N/A,169682,60.0,2828.03,Lux stan kod Kluza sa dvorištem 40m2-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-stan-kod-kluza-sa-dvoristem-40m2-bez-provizije/NkNK6n7ErJr/,"Kluz, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,465000,90.0,5166.67,Extra lux opremljen stan -BW Magnolia,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-opremljen-stan-bw-magnolia/NkC6cAc24_D/,"Beograd na vodi, Beograd, Srbija"
Beograd,Lekino brdo,N/A,145000,43.0,3372.09,Extra lux useljiv stan- Bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-useljiv-stan-bez-provizije/Nkv3We73Mh8/,"Lekino brdo, Beograd, Srbija"
Beograd,Autokomanda,N/A,273150,61.0,4477.87,Extra lux stanovi u izgradnji-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-izgradnji-bez-provizije/Nkwb9DiFmHh/,"Autokomanda, Beograd, Srbija"
Beograd,Braće Jerković,N/A,146045,54.0,2704.54,Extra lux stanovi u Brace Jerkovic-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-brace-jerkovic-bez-provizije/NkJX2uRgmou/,"Braće Jerković, Beograd, Srbija"
Beograd,Dušanovac,N/A,170800,61.0,2800.0,Extra lux stanovi na Dusanovcu-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-na-dusanovcu-bez-provizije/NkWM7GNaTiH/,"Dušanovac, Beograd, Srbija"
Beograd,Lekino brdo,N/A,350000,100.0,3500.0,Lux komplet opremljen stan sa garazom-bez provizje,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-komplet-opremljen-stan-sa-garazom-bez-provizje/NkIyCWdVwma/,"Lekino brdo, Beograd, Srbija"
Beograd,Lekino brdo,N/A,336000,96.0,3500.0,Extra lux stanovi na Lekinom brdu- bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-na-lekinom-brdu-bez-provizije/NkXx-R1xK94/,"Lekino brdo, Beograd, Srbija"
Beograd,Lekino brdo,N/A,220000,69.0,3188.41,Extra lux useljiv stan- Bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-useljiv-stan-bez-provizije/Nkpd_BoPMFA/,"Lekino brdo, Beograd, Srbija"
Beograd,Lekino brdo,N/A,113636,27.0,4208.74,Lux Garsonjera sa dvoristem 52m2-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-garsonjera-sa-dvoristem-52m2-bez-provizije/NksxW4Npd_w/,"Lekino brdo, Beograd, Srbija"
Beograd,Braće Jerković,N/A,129954,48.0,2707.38,Extra lux stanovi u Brace Jerkovic-bez provizije,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stanovi-u-brace-jerkovic-bez-provizije/Nk2qyO3im01/,"Braće Jerković, Beograd, Srbija"
Beograd,Beograd na vodi,N/A,299900,57.0,5261.4,Extra Lux stan prekoputa Galerije-BW Sole,https://www.nekretnine.rs/stambeni-objekti/stanovi/extra-lux-stan-prekoputa-galerije-bw-sole/NkSPWkOwjeJ/,"Beograd na vodi, Beograd, Srbija"
Beograd,Zemun (Gornji grad),Karlovačka,188000,65.0,2892.31,"Zemun, Karlovačka, 3.0, adaptiran ID#10371",https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-karlovacka-30-adaptiran-id10371/NkzqlAbudvw/,"Zemun (Gornji grad), Beograd, Srbija"
Beograd,Medaković III,Pavla Popovića,159000,56.0,2839.29,"Medaković III, Pavla Popovića, noviji, 2.5 ID#10373",https://www.nekretnine.rs/stambeni-objekti/stanovi/medakovic-iii-pavla-popovica-noviji-25-id10373/NkLK9casaJg/,"Medaković III, Beograd, Srbija"
Beograd,Konjarnik,Rudo,204000,80.0,2550.0,"Konjarnik, Rudo, dvoiposoban, useljiv ID#10281",https://www.nekretnine.rs/stambeni-objekti/stanovi/konjarnik-rudo-dvoiposoban-useljiv-id10281/NkCUuKbsbL4/,"Konjarnik, Beograd, Srbija"
Beograd,Čukarička padina,Strugarska,219900,70.0,3141.43,"Čukarička padina, Strugarska, 2.5, komforan ID#10354",https://www.nekretnine.rs/stambeni-objekti/stanovi/cukaricka-padina-strugarska-25-komforan-id10354/Nk0YJV5jP-W/,"Čukarička padina, Beograd, Srbija"
Beograd,Zemun Polje,Pere Kosorića,93000,60.0,1550.0,"Zemun polje, Pere Kosorića , 2.5, prazan, useljiv ID#10217",https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-polje-pere-kosorica-25-prazan-useljiv-id10217/NkiX1aEzyVG/,"Zemun Polje, Beograd, Srbija"
Beograd,Denkova bašta,Belokrajinska,163900,51.0,3213.73,"Denkova bašta, noviji, 2.5, parking mesto ID#10321",https://www.nekretnine.rs/stambeni-objekti/stanovi/denkova-basta-noviji-25-parking-mesto-id10321/NkTaB0lsfnA/,"Denkova bašta, Beograd, Srbija"
Beograd,Vukov spomenik,Dimitrija Tucovića,280000,75.0,3733.33,"Prodaja odličng trosobnog stana, kod Vukovog spomenika, 75m2,",https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-odlicng-trosobnog-stana-kod-vukovog-spomenika-75m2/NkaVDNYaPD9/,"Vukov spomenik, Beograd, Srbija"
Beograd,Profesorska kolonija,Ljubomira Stojanovića,190000,50.0,3800.0,"Palilula, Profesorska kolonija - Ljubomira Stojanovića, 50m2, Ljubomira Stojanovića",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-profesorska-kolonija-ljubomira-stojanovica-50m2-ljubomira-stojanovica/NkFXWuJ4fJa/,"Profesorska kolonija, Beograd, Srbija"
Beograd,Beograd na vodi,BW Magnolija,465000,90.0,5166.67,"BW Magnolia, namešten, 3.0 stan, 90m2, sa garažnim",https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-magnolia-namesten-30-stan-90m2-sa-garaznim/Nk13deeIoMp/,"Beograd na vodi, Beograd, Srbija"
Beograd,Lekino brdo,Bačvanska,179000,72.0,2486.11,"Voždovac, Lekino brdo - Bačvanska, 72m2, Bačvanska",https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-lekino-brdo-bacvanska-72m2-bacvanska/NkxSvdrf7ft/,"Lekino brdo, Beograd, Srbija"
Beograd,Čukarička padina,Obalskih radnika,183000,61.0,3000.0,"Čukarica, Čukarička padina - Obalskih radnika, 61m2, Obalskih radnika",https://www.nekretnine.rs/stambeni-objekti/stanovi/cukarica-cukaricka-padina-obalskih-radnika-61m2-obalskih-radnika/NkQs_1OajCg/,"Čukarička padina, Beograd, Srbija"
Beograd,Palilulska pijaca,27. marta,402000,96.0,4187.5,"Palilula, Palilulska pijaca - 27. marta, 96m2, 27. marta",https://www.nekretnine.rs/stambeni-objekti/stanovi/palilula-palilulska-pijaca-27-marta-96m2-27-marta/Nk0kfNVqao-/,"Palilulska pijaca, Beograd, Srbija"
Beograd,Vračar (Centar),Krunska,505000,132.0,3825.76,"Vračar, Krunski venac - Krunska, 132m2, Krunska",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-krunski-venac-krunska-132m2-krunska/NkfSfRpr4EO/,"Vračar (Centar), Beograd, Srbija"
Beograd,Tošin bunar,New Minel,232000,65.0,3569.23,"Trosoban stan u kompleksu New Minel, novogradnja, 65m2",https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-u-kompleksu-new-minel-novogradnja-65m2/NkK54KtNpOy/,"Tošin bunar, Beograd, Srbija"
Beograd,Vukov spomenik,Zahumska,420000,108.0,3888.89,"Zvezdara, Vukov spomenik - Zahumska, 108m2 - stan sa poslovnim prostorom, Zahumska",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-vukov-spomenik-zahumska-108m2-stan-sa-poslovnim-prostorom-zahumska/Nk8yo66LQfG/,"Vukov spomenik, Beograd, Srbija"
Zlatibor,Centar,Vranjevina bb,40000,29.0,1379.31,Monte Casa 1 Apartman-Poslovni prostor 29kv+5kv terasa-dvoriste,https://www.nekretnine.rs/stambeni-objekti/stanovi/monte-casa-1-apartman-poslovni-prostor-29kv5kv-terasa-dvoriste/Nkk_QB6-NZp/,"Centar, Zlatibor, Srbija"
Zlatibor,Centar,N/A,81200,58.0,1400.0,Monte Casa 1 Dupleks 58 kvadrata,https://www.nekretnine.rs/stambeni-objekti/stanovi/monte-casa-1-dupleks-58-kvadrata/Nkwrhy5Q82Z/,"Centar, Zlatibor, Srbija"
Beograd,Zemun (Gornji grad),-,201000,67.0,3000.0,"Zemun, Gornji Grad, -, 2.5, 67m2, 201000 EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-gornji-grad-25-67m2-201000-eur/NkzlCn3Y-UK/,"Zemun (Gornji grad), Beograd, Srbija"
Beograd,Centar (uži),Kosovska,480000,105.0,4571.43,"Luksuzno renoviran stan u centru Beograda, Stari grad, Kosovska, 105m2 - AGENCIJE DA SE NE JAVLJAJU",https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzno-renoviran-stan-u-centru-beograda-stari-grad-kosovska-105m2-agencije-da-se-ne-javljaju/Nk1OOu2LGh1/,"Centar (uži), Beograd, Srbija"
Beograd,Novi Beograd Blok 44 (Piramida),Nehruova,450000,200.0,2250.0,"Novi Beograd, blok 44 Nehruova, Lux, 6.0 VIsprt tri nivoa",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-44-nehruova-lux-60-visprt-tri-nivoa/NksXiezwNn6/,"Novi Beograd Blok 44 (Piramida), Beograd, Srbija"
Beograd,Novi Beograd Blok 12 (YUBC),Bulevar Mihajla Pupina,800000,196.0,4081.63,"Novi Beograd, YUBC, 196m2 lux, 4.0 III sprat CG, garaža",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-yubc-196m2-lux-40-iii-sprat-cg-garaza/Nk-DL8j-Pui/,"Novi Beograd Blok 12 (YUBC), Beograd, Srbija"
Beograd,Novi Beograd Blok 58,Jurija Gagarina,410000,99.0,4141.41,Retko u ponudi - Sakura - 3.0,https://www.nekretnine.rs/stambeni-objekti/stanovi/retko-u-ponudi-sakura-30/NkWUwTLQHiF/,"Novi Beograd Blok 58, Beograd, Srbija"
Beograd,Lekino brdo,Pašmanska,326700,96.0,3403.12,"Voždovac, Lekino brdo, Pašmanska, 4.0, 96m2, 326700 EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/vozdovac-lekino-brdo-pasmanska-40-96m2-326700-eur/NkN6SlLfy4b/,"Lekino brdo, Beograd, Srbija"
Beograd,Novi Beograd Blok 67a,Omladinskih brigada,465000,172.0,2703.49,"Novi Beograd, Blok 67a, A blok, Omladinskih brigada, 3.0, 172m2, 465000 EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67a-a-blok-omladinskih-brigada-30-172m2-465000-eur/NkaR7wJVeju/,"Novi Beograd Blok 67a, Beograd, Srbija"
Beograd,Novi Beograd Blok 67a,Omladinskih brigada,166000,30.0,5533.33,"Novi Beograd, Blok 67a, A blok, Omladinskih brigada, 0.5, 30m2, 166000 EUR",https://www.nekretnine.rs/stambeni-objekti/stanovi/novi-beograd-blok-67a-a-blok-omladinskih-brigada-05-30m2-166000-eur/NkJ6_V1utu_/,"Novi Beograd Blok 67a, Beograd, Srbija"
Beograd,Severni bulevar,N/A,225000,74.0,3040.54,"Zvezdara, Severni bulevar, 3.0 stan, 74m2, 225000 EUR, ID 52959",https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezdara-severni-bulevar-30-stan-74m2-225000-eur-id-52959/NkRZ90M1CEh/,"Severni bulevar, Beograd, Srbija"
Zlatibor,Palisad,N/A,68400,38.0,1800.0,"Planina, Palisad, 1.5 stan, 38m2, 68400 EUR, ID 53015",https://www.nekretnine.rs/stambeni-objekti/stanovi/planina-palisad-15-stan-38m2-68400-eur-id-53015/Nkp6Xm6WgdG/,"Palisad, Zlatibor, Srbija"
Beograd,Tašmajdan,Vladetina,114000,30.0,3800.0,"Vladetina,  centar, prodaje se lep 1,0 stan",https://www.nekretnine.rs/stambeni-objekti/stanovi/vladetina-centar-prodaje-se-lep-1-0-stan/NkIND7tgF8Z/,"Tašmajdan, Beograd, Srbija"
Pančevo,Gornji grad Margita,Uroša Predića,102380,66.05,1550.04,"Bez provizije, luxuzni stanovi Pančevo, Uroša Predića",https://www.nekretnine.rs/stambeni-objekti/stanovi/bez-provizije-luxuzni-stanovi-pancevo-urosa-predica/NkgsivwMtt2/,"Gornji grad Margita, Pančevo, Srbija"
Pančevo,Gornji grad Margita,Svetog Save,117800,76.0,1550.0,"Pančevo-novo, odmah useljivo, Svetog Save",https://www.nekretnine.rs/stambeni-objekti/stanovi/pancevo-novo-odmah-useljivo-svetog-save/Nk5wyjf0Pp0/,"Gornji grad Margita, Pančevo, Srbija"
Beograd,Crveni krst,Vojislava Ilića,232000,59.0,3932.2,"Dvosoban, lux, odmah useljiv, Vojislava Ilića",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-lux-odmah-useljiv-vojislava-ilica/NkrYCI0XOnZ/,"Crveni krst, Beograd, Srbija"
Beograd,Laze Stefanovića,N/A,150000,113.0,1327.43,"Super ponuda, uknjižena dva stana i garaža, Laze Stefanovića",https://www.nekretnine.rs/stambeni-objekti/stanovi/super-ponuda-uknjizena-dva-stana-i-garaza-laze-stefanovica/NkmtqMFrM2Y/,"Beograd, Srbija"
Beograd,Klinički centar,Kneza Miloša,855000,185.0,4621.62,Izuzetan salonski stan ID#13795,https://www.nekretnine.rs/stambeni-objekti/stanovi/izuzetan-salonski-stan-id13795/NknEYKJ4LJh/,"Klinički centar, Beograd, Srbija"
Beograd,Voždovac,Generala Đoke Popovića,176825,70.73,2500.0,Direktna prodaja-Luksuzna novogradnja ID#13438,https://www.nekretnine.rs/stambeni-objekti/stanovi/direktna-prodaja-luksuzna-novogradnja-id13438/NkmTPQOAHKI/,"Voždovac, Beograd, Srbija"
Beograd,Čubura,Svetozara Gligorića,460000,97.0,4742.27,Kompletno opremljen sa garažom ID#13239,https://www.nekretnine.rs/stambeni-objekti/stanovi/kompletno-opremljen-sa-garazom-id13239/NkNTsfFlBPP/,"Čubura, Beograd, Srbija"
Beograd,Centar (uži),Stanoja Glavaša,419000,103.0,4067.96,"Prelep salonac, mereno 111m2 ID#13169",https://www.nekretnine.rs/stambeni-objekti/stanovi/prelep-salonac-mereno-111m2-id13169/NkL0HNgRFPG/,"Centar (uži), Beograd, Srbija"
Beograd,Kalemegdan,Zmaja od Noćaja,595000,126.0,4722.22,"Salonski 5.0, autentičan šarm, kod Kalemegdana ID#1316511",https://www.nekretnine.rs/stambeni-objekti/stanovi/salonski-50-autentican-sarm-kod-kalemegdana-id1316511/NkVU2VUBW74/,"Kalemegdan, Beograd, Srbija"
Beograd,Novi Beograd Blok 62,Nehruova,399500,104.0,3841.35,"Blok 62 , mereno 125 m2 ID#12917",https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-62-mereno-125-m2-id12917/NkARp5Rl_mj/,"Novi Beograd Blok 62, Beograd, Srbija"
Beograd,Palata pravde,Durmitorska,400000,108.0,3703.7,"Centar, Durmitorska, namešten, 108m2 ID#11963",https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-durmitorska-namesten-108m2-id11963/NkewUD0Y1J3/,"Palata pravde, Beograd, Srbija"
Beograd,Gradska bolnica,Čegarska,228659,71.68,3190.0,"Gradska bolnica, povrat PDVa ID#11113",https://www.nekretnine.rs/stambeni-objekti/stanovi/gradska-bolnica-povrat-pdva-id11113/NkgOs2V9Oi2/,"Gradska bolnica, Beograd, Srbija"
Beograd,Gradska bolnica,Čegarska,230541,72.27,3190.0,"Gradska bolnica, odlična novogradnja ID#10662",https://www.nekretnine.rs/stambeni-objekti/stanovi/gradska-bolnica-odlicna-novogradnja-id10662/NknzAjbYbj7/,"Gradska bolnica, Beograd, Srbija"
Beograd,Zemun (Save Kovačevića),Sava Burića,138000,54.0,2555.56,"Zemun, sa terasama 60m2 ID#13938",https://www.nekretnine.rs/stambeni-objekti/stanovi/zemun-sa-terasama-60m2-id13938/NktNgYe1Wj4/,"Zemun (Save Kovačevića), Beograd, Srbija"
Beograd,Voždovac,Bulevar oslobođenja,415000,105.0,3952.38,"Banjička šuma, 105m2 ID#13804",https://www.nekretnine.rs/stambeni-objekti/stanovi/banjicka-suma-105m2-id13804/Nk5-u2IIaNa/,"Voždovac, Beograd, Srbija"
Beograd,Šumice,Ljermontova,109000,25.0,4360.0,Odlična investicija ID#13573,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-investicija-id13573/Nkb4_VCb-ajP/,"Šumice, Beograd, Srbija"
Beograd,Vračar (Centar),Kumanovska,495000,111.0,4459.46,"4.0 salonac, mereno 131 m2 ID#13547",https://www.nekretnine.rs/stambeni-objekti/stanovi/40-salonac-mereno-131-m2-id13547/Nkh-YUvjcAj/,"Vračar (Centar), Beograd, Srbija"
Beograd,Voždovac,Generala Đoke Popovića,228775,91.51,2500.0,Direktna prodaja-Luksuzna novogradnja ID#13409,https://www.nekretnine.rs/stambeni-objekti/stanovi/direktna-prodaja-luksuzna-novogradnja-id13409/NkEkNq0aR7e/,"Voždovac, Beograd, Srbija"
Beograd,Beograd na vodi,Luke Ćelovića Trebinjca,630000,123.0,5121.95,"Luksuzno opremljen, 4.0, Sensa BW ID#13295",https://www.nekretnine.rs/stambeni-objekti/stanovi/luksuzno-opremljen-40-sensa-bw-id13295/Nk-3VyqsE3E/,"Beograd na vodi, Beograd, Srbija"
Beograd,Vidikovac,Vidikovački venac,239000,108.0,2212.96,"Vidikovački venac, duplex, mereno 119m2 ID#13193",https://www.nekretnine.rs/stambeni-objekti/stanovi/vidikovacki-venac-duplex-mereno-119m2-id13193/Nki0axavfP-/,"Vidikovac, Beograd, Srbija"
Beograd,Banjica,Bulevar oslobođenja,225000,85.0,2647.06,4.0 funkcionalan stan na Banjici ID#12879,https://www.nekretnine.rs/stambeni-objekti/stanovi/40-funkcionalan-stan-na-banjici-id12879/Nkmi8MqRC-j/,"Banjica, Beograd, Srbija"
Beograd,Banovo brdo,Slavonskih Brigada,371000,119.0,3117.65,"Banovo brdo, nov stan, 119m2 ID#12856",https://www.nekretnine.rs/stambeni-objekti/stanovi/banovo-brdo-nov-stan-119m2-id12856/NkqmVU-noQF/,"Banovo brdo, Beograd, Srbija"
Beograd,Novi Beograd Blok 63,Vojvođanska,399000,98.0,4071.43,"Blok 63, nov, namešten 98m2 ID#12747",https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-63-nov-namesten-98m2-id12747/Nkn-zkxigTI/,"Novi Beograd Blok 63, Beograd, Srbija"
Beograd,Kalenić pijaca,Kursulina,670000,103.0,6504.85,"Vračar, Kursulina, 125m2 mereno ID#1256011",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-kursulina-125m2-mereno-id1256011/NklSC-baLz_/,"Kalenić pijaca, Beograd, Srbija"
Beograd,Vidikovac,Vidikovački venac,250000,92.0,2717.39,Odličan 4.0  porodični stan ID#12522,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-40-porodicni-stan-id12522/NkLr-qtsXov/,"Vidikovac, Beograd, Srbija"
Beograd,Centar (uži),Svetogorska,345000,87.0,3965.52,"Atelje 212, adaptibilan, 87m2+4m2 ID#12178",https://www.nekretnine.rs/stambeni-objekti/stanovi/atelje-212-adaptibilan-87m24m2-id12178/NktCs2qQPaP/,"Centar (uži), Beograd, Srbija"
Beograd,Višnjička banja,Slanački Put,315000,123.0,2560.98,"Sunnyville, lux, dobra lokacija ID#12117",https://www.nekretnine.rs/stambeni-objekti/stanovi/sunnyville-lux-dobra-lokacija-id12117/NkMMlxBPyDj/,"Višnjička banja, Beograd, Srbija"
Beograd,Novi Beograd Blok 25 (Arena),Bulevar Zorana Đinđića,480000,110.0,4363.64,"Kod Arene, odličan, sa garažnim mestom ID#12045",https://www.nekretnine.rs/stambeni-objekti/stanovi/kod-arene-odlican-sa-garaznim-mestom-id12045/NkfaZspTHl4/,"Novi Beograd Blok 25 (Arena), Beograd, Srbija"
Beograd,Tošin bunar,Tošin bunar,336937,84.15,4004.0,"New Minel, 84m2, povrat PDVa za kupce prvog stana ID#11833",https://www.nekretnine.rs/stambeni-objekti/stanovi/new-minel-84m2-povrat-pdva-za-kupce-prvog-stana-id11833/Nkeh0Pvc5Ju/,"Tošin bunar, Beograd, Srbija"
Beograd,Voždovac,Vojvode Stepe,430000,172.0,2500.0,"Jedinstven penthaus, 172m2 ID#11806",https://www.nekretnine.rs/stambeni-objekti/stanovi/jedinstven-penthaus-172m2-id11806/Nk07T6L2CWJ/,"Voždovac, Beograd, Srbija"
Beograd,Novi Beograd Blok 22,Antifašističke borbe,340000,95.0,3578.95,"Blok 22, 95m2+ 40m2 tavanski prostor 135m ID#11745",https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-22-95m2-40m2-tavanski-prostor-135m-id11745/NkBOpm2VJdB/,"Novi Beograd Blok 22, Beograd, Srbija"
Beograd,Južni bulevar,Južni Bulevar,395000,110.0,3590.91,"Odlična lokacija , retko u ponudi ID#11642",https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-lokacija-retko-u-ponudi-id11642/NkY0MZT5NAj/,"Južni bulevar, Beograd, Srbija"
